individual	locus1	locus2	locus3	locus4	locus5	locus6	locus7	locus8	locus9					
V53	V89	44400												
V53	V90	44400												
V54	V60	4500												
V54	V60-B	4500												
V54	V60-D	4500												
V54	V61	4500												
V54	V61-B	4500												
V54	V61-C	4500												
V54	V62	4500												
V54	V63	4500												
V54	V64	4500												
V54	V65	4500												
V54	V66	4500												
V54	V67	4500												
V54	V68	4500												
V54	V69	4500												
V54	V80	14800												
V54	V81	14800												
V54	V82	14800												
V54	V83	14800												
V54	V83-B	14800												
V54	V83-C	14800												
V54	V84	14800												
V54	V84-B	14800												
V54	V84-C	14800												
V54	V85	14800												
V54	V86	14800												
V54	V87	14800												
V54	V88	44400												
V54	V89	44400												
V54	V90	44400												
V55	V60	4500												
V55	V60-B	4500												
V55	V60-D	4500												
V55	V61	4500												
V55	V61-B	4500												
V55	V61-C	4500												
V55	V62	4500												
V55	V63	4500												
V55	V64	4500												
V55	V65	4500												
V55	V66	4500												
V55	V67	4500												
V55	V68	4500												
V55	V69	4500												
V55	V80	14800												
V55	V81	14800												
V55	V82	14800												
V55	V83	14800												
V55	V83-B	14800												
V55	V83-C	14800												
V55	V84	14800												
V55	V84-B	14800												
V55	V84-C	14800												
V55	V85	14800												
V55	V86	14800												
V55	V87	14800												
V55	V88	44400												
V55	V89	44400												
V55	V90	44400												
V56	V60	4500												
V56	V60-B	4500												
V56	V60-D	4500												
V56	V61	4500												
V56	V61-B	4500												
V56	V61-C	4500												
V56	V62	4500												
V56	V63	4500												
V56	V64	4500												
V56	V65	4500												
V56	V66	4500												
V56	V67	4500												
V56	V68	4500												
V56	V69	4500												
V56	V80	14800												
V56	V81	14800												
V56	V82	14800												
V56	V83	14800												
V56	V83-B	14800												
V56	V83-C	14800												
V56	V84	14800												
V56	V84-B	14800												
V56	V84-C	14800												
V56	V85	14800												
V56	V86	14800												
V56	V87	14800												
V56	V88	44400												
V56	V89	44400												
V56	V90	44400												
V57	V60	4500												
V57	V60-B	4500												
V57	V60-D	4500												
V57	V61	4500												
V57	V61-B	4500												
V57	V61-C	4500												
V57	V62	4500												
V57	V63	4500												
V57	V64	4500												
V57	V65	4500												
V57	V66	4500												
V57	V67	4500												
V57	V68	4500												
V57	V69	4500												
V57	V80	14800												
V57	V81	14800												
V57	V82	14800												
V57	V83	14800												
V57	V83-B	14800												
V57	V83-C	14800												
V57	V84	14800												
V57	V84-B	14800												
V57	V84-C	14800												
V57	V85	14800												
V57	V86	14800												
V57	V87	14800												
V57	V88	44400												
V57	V89	44400												
V57	V90	44400												
V60	V66	300												
V60	V67	300												
V60	V68	300												
V60	V69	300												
V60	V80	12300												
V60	V81	12300												
V60	V82	12300												
V60	V83	12300												
V60	V83-B	12300												
V60	V83-C	12300												
V60	V84	12300												
V60	V84-B	12300												
V60	V84-C	12300												
V60	V85	12300												
V60	V86	12300												
V60	V87	12300												
V60	V88	41900												
V60	V89	41900												
V60	V90	41900												
V60-B	V66	300												
V60-B	V67	300												
V60-B	V68	300												
V60-B	V69	300												
V60-B	V80	12300												
V60-B	V81	12300												
V60-B	V82	12300												
V60-B	V83	12300												
V60-B	V83-B	12300												
V60-B	V83-C	12300												
V60-B	V84	12300												
V60-B	V84-B	12300												
V60-B	V84-C	12300												
V60-B	V85	12300												
V60-B	V86	12300												
V60-B	V87	12300												
V60-B	V88	41900												
V60-B	V89	41900												
V60-B	V90	41900												
V60-D	V66	300												
V60-D	V67	300												
V60-D	V68	300												
V60-D	V69	300												
V60-D	V80	12300												
V60-D	V81	12300												
V60-D	V82	12300												
V60-D	V83	12300												
V60-D	V83-B	12300												
V60-D	V83-C	12300												
V60-D	V84	12300												
V60-D	V84-B	12300												
V60-D	V84-C	12300												
V60-D	V85	12300												
V60-D	V86	12300												
V60-D	V87	12300												
V60-D	V88	41900												
V60-D	V89	41900												
V60-D	V90	41900												
V61	V66	300												
V61	V67	300												
V61	V68	300												
V61	V69	300												
V61	V80	12300												
V61	V81	12300												
V61	V82	12300												
V61	V83	12300												
V61	V83-B	12300												
V61	V83-C	12300												
V61	V84	12300												
V61	V84-B	12300												
V61	V84-C	12300												
V61	V85	12300												
V61	V86	12300												
V61	V87	12300												
V61	V88	41900												
V61	V89	41900												
V61	V90	41900												
V61-B	V66	300												
V61-B	V67	300												
V61-B	V68	300												
V61-B	V69	300												
V61-B	V80	12300												
V61-B	V81	12300												
V61-B	V82	12300												
V61-B	V83	12300												
V61-B	V83-B	12300												
V61-B	V83-C	12300												
V61-B	V84	12300												
V61-B	V84-B	12300												
V61-B	V84-C	12300												
V61-B	V85	12300												
V61-B	V86	12300												
V61-B	V87	12300												
V61-B	V88	41900												
V61-B	V89	41900												
V61-B	V90	41900												
V61-C	V66	300												
V61-C	V67	300												
V61-C	V68	300												
V61-C	V69	300												
V61-C	V80	12300												
V61-C	V81	12300												
V61-C	V82	12300												
V61-C	V83	12300												
V61-C	V83-B	12300												
V61-C	V83-C	12300												
V61-C	V84	12300												
V61-C	V84-B	12300												
V61-C	V84-C	12300												
V61-C	V85	12300												
V61-C	V86	12300												
V61-C	V87	12300												
V61-C	V88	41900												
V61-C	V89	41900												
V61-C	V90	41900												
V62	V66	300												
V62	V67	300												
V62	V68	300												
V62	V69	300												
V62	V80	12300												
V62	V81	12300												
V62	V82	12300												
V62	V83	12300												
V62	V83-B	12300												
V62	V83-C	12300												
V62	V84	12300												
V62	V84-B	12300												
V62	V84-C	12300												
V62	V85	12300												
V62	V86	12300												
V62	V87	12300												
V62	V88	41900												
V62	V89	41900												
V62	V90	41900												
V63	V66	300												
V63	V67	300												
V63	V68	300												
V63	V69	300												
V63	V80	12300												
V63	V81	12300												
V63	V82	12300												
V63	V83	12300												
V63	V83-B	12300												
V63	V83-C	12300												
V63	V84	12300												
V63	V84-B	12300												
V63	V84-C	12300												
V63	V85	12300												
V63	V86	12300												
V63	V87	12300												
V63	V88	41900												
V63	V89	41900												
V63	V90	41900												
V64	V66	300												
V64	V67	300												
V64	V68	300												
V64	V69	300												
V64	V80	12300												
V64	V81	12300												
V64	V82	12300												
V64	V83	12300												
V64	V83-B	12300												
V64	V83-C	12300												
V64	V84	12300												
V64	V84-B	12300												
V64	V84-C	12300												
V64	V85	12300												
V64	V86	12300												
V64	V87	12300												
V64	V88	41900												
V64	V89	41900												
V64	V90	41900												
V65	V66	300												
V65	V67	300												
V65	V68	300												
V65	V69	300												
V65	V80	12300												
V65	V81	12300												
V65	V82	12300												
V65	V83	12300												
V65	V83-B	12300												
V65	V83-C	12300												
V65	V84	12300												
V65	V84-B	12300												
V65	V84-C	12300												
V65	V85	12300												
V65	V86	12300												
V65	V87	12300												
V65	V88	41900												
V65	V89	41900												
V65	V90	41900												
V66	V80	12300												
V66	V81	12300												
V66	V82	12300												
V66	V83	12300												
V66	V83-B	12300												
V66	V83-C	12300												
V66	V84	12300												
V66	V84-B	12300												
V66	V84-C	12300												
V66	V85	12300												
V66	V86	12300												
V66	V87	12300												
V66	V88	41900												
V66	V89	41900												
V66	V90	41900												
V67	V80	12300												
V67	V81	12300												
V67	V82	12300												
V67	V83	12300												
V67	V83-B	12300												
V67	V83-C	12300												
V67	V84	12300												
V67	V84-B	12300												
V67	V84-C	12300												
V67	V85	12300												
V67	V86	12300												
V67	V87	12300												
V67	V88	41900												
V67	V89	41900												
V67	V90	41900												
V68	V80	12300												
V68	V81	12300												
V68	V82	12300												
V68	V83	12300												
V68	V83-B	12300												
V68	V83-C	12300												
V68	V84	12300												
V68	V84-B	12300												
V68	V84-C	12300												
V68	V85	12300												
V68	V86	12300												
V68	V87	12300												
V68	V88	41900												
V68	V89	41900												
V68	V90	41900												
V69	V80	12300												
V69	V81	12300												
V69	V82	12300												
V69	V83	12300												
V69	V83-B	12300												
V69	V83-C	12300												
V69	V84	12300												
V69	V84-B	12300												
V69	V84-C	12300												
V69	V85	12300												
V69	V86	12300												
V69	V87	12300												
V69	V88	41900												
V69	V89	41900												
V69	V90	41900												
V80	V88	30000												
V80	V89	30000												
V80	V90	30000												
V81	V88	30000												
V81	V89	30000												
V81	V90	30000												
V82	V88	30000												
V82	V89	30000												
V82	V90	30000												
V83	V88	30000												
V83	V89	30000												
V83	V90	30000												
V83-B	V88	30000												
V83-B	V89	30000												
V83-B	V90	30000												
V83-C	V88	30000												
V83-C	V89	30000												
V83-C	V90	30000												
V84	V88	30000												
V84	V89	30000												
V84	V90	30000												
V84-B	V88	30000												
V84-B	V89	30000												
V84-B	V90	30000												
V84-C	V88	30000												
V84-C	V89	30000												
V84-C	V90	30000												
V85	V88	30000												
V85	V89	30000												
V85	V90	30000												
V86	V88	30000												
V86	V89	30000												
V86	V90	30000												
V87	V88	30000												
V87	V89	30000												
V87	V90	30000												
													
